year,state,New Private Housing Units Authorized by Building Permits: 1-Unit Structures _y,New Private Housing Units Authorized by Building Permits _x,Durable Manufacturing Earnings ,Nondurable Manufacturing Earnings ,Homeownership Rate ,Home Vacancy Rate ,Median Household Income ,All-Transactions House Price Index ,Total Investment Securities at Book Value for Commercial Banks  (DISCONTINUED),"Job Losers and Persons Who Completed Temporary Jobs, as a Percent of the Civilian Labor Force ",Durable Manufacturing Wages and Salaries ,Nondurable Manufacturing Wages and Salaries 
2008,fl,4690.5,7314.0,17632592.0,7592356.0,71.1,4.7,44857.0,426.36,,2.2,13363952.0,5775088.0
2009,fl,1900.9,2849.0,15571072.0,6678972.0,70.9,4.3,45631.0,352.52,,4.4,12081588.0,5098648.0
2010,fl,3073.1,3818.0,14728940.0,6640848.0,69.3,4.5,44066.0,300.84,,7.0,11208268.0,5004404.0
2011,fl,2308.8,3039.0,14999084.0,6818716.0,69.0,3.3,45105.0,276.76,,6.7,11564164.0,5192976.0
2012,fl,2918.6,4676.0,15518280.0,6989464.0,67.0,2.2,46071.0,268.05,,5.8,12165992.0,5217352.0
2013,fl,4461.3,6357.0,15962656.0,6880448.0,66.1,2.4,48532.0,280.13,,4.7,12513880.0,5206204.0
2014,fl,4738.3,7585.0,16762028.0,7294252.0,64.9,2.5,46140.0,309.54,,4.0,13365956.0,5509828.0
2015,fl,4823.0,7781.0,17783420.0,7639380.0,64.8,2.4,48825.0,337.63,,3.0,13986780.0,5772404.0
2016,fl,5850.8,7938.0,18786828.0,8092372.0,64.3,2.2,51176.0,369.83,,2.5,14752916.0,6176400.0
2017,fl,6690.9,10023.0,19935280.0,8195336.0,64.1,2.0,53681.0,406.09,,2.1,15712828.0,6374912.0
2018,fl,8057.7,11346.0,21184282.0,8346520.0,,,,442.59,,1.9,16708254.0,6466332.0
1992,ga,3568.7,3429.0,,,66.9,1.7,28797.0,163.96,14073241.0,,,
1993,ga,3583.9,3961.0,,,66.5,1.2,31663.0,168.22,15833860.0,,,
1994,ga,4216.8,4331.0,,,63.4,1.8,31467.0,173.03,,,,
1995,ga,4612.4,5567.0,,,66.6,1.2,34099.0,176.33,,,,
1996,ga,5539.0,6047.0,,,69.3,2.0,32496.0,187.11,,,,
1997,ga,5193.7,5517.0,,,70.9,1.5,36663.0,193.46,,,,
1998,ga,5111.6,5602.0,9809704.0,11787048.0,71.2,1.6,38665.0,205.46,,,8143388.0,9489856.0
1999,ga,5775.1,6147.0,10437660.0,12559724.0,71.3,1.8,39425.0,217.24,,,8619212.0,10025220.0
2000,ga,5654.6,7163.0,11172628.0,13847288.0,69.8,1.9,41901.0,230.1,,,9241236.0,11103800.0
2001,ga,6278.4,7672.0,11774648.0,12818256.0,70.1,2.2,42576.0,248.29,,,9738060.0,10249168.0
2002,ga,5897.3,7001.0,11307536.0,12521276.0,71.8,1.8,42939.0,260.09,,,8928036.0,9856220.0
2003,ga,6253.7,7426.0,10721248.0,12455716.0,71.4,2.6,42438.0,271.58,,,8529692.0,9745152.0
2004,ga,6855.0,8424.0,11290424.0,12423128.0,70.9,2.2,40984.0,282.29,,2.4,8833608.0,9760652.0
2005,ga,7369.9,7434.0,12066100.0,12520232.0,67.9,2.7,45926.0,296.38,,2.5,9361740.0,9960644.0
2006,ga,7234.0,8603.0,13286244.0,13043936.0,68.5,3.4,49344.0,312.44,,2.4,10346232.0,10424212.0
2007,ga,5989.4,6997.0,12759048.0,12983700.0,67.6,3.8,48641.0,325.5,,2.1,9968964.0,10366220.0
2008,ga,2877.6,3465.0,12514236.0,13031248.0,68.2,4.3,46227.0,327.14,,2.4,9918720.0,10440212.0
2009,ga,1069.2,1107.0,10990024.0,11560304.0,67.4,3.7,43340.0,318.77,,4.2,8593716.0,8989140.0
2010,ga,1249.5,1207.0,10449116.0,11683080.0,67.1,2.9,44117.0,286.35,,6.8,8176040.0,9171300.0
2011,ga,1137.8,1161.0,11349628.0,12211032.0,66.2,3.6,45973.0,268.8,,6.4,9001728.0,9764432.0
2012,ga,1272.4,1676.0,11832244.0,12472500.0,64.3,2.7,48121.0,252.17,,5.5,9377804.0,9985504.0
2013,ga,1847.2,1780.0,12810344.0,12544460.0,64.2,2.5,46992.0,254.37,,4.1,10042340.0,9938244.0
2014,ga,1912.0,1723.0,13106276.0,13103860.0,62.9,2.8,49555.0,271.62,,3.8,10268260.0,10132512.0
2015,ga,2445.5,2445.0,14048324.0,13439596.0,62.9,2.6,50768.0,288.87,,3.0,11016448.0,10235088.0
2016,ga,2743.3,3509.0,14576980.0,14497760.0,62.3,1.7,53527.0,306.39,,2.5,11247748.0,11327600.0
2017,ga,3356.6,4423.0,15330936.0,14456836.0,62.8,1.4,57016.0,326.26,,2.4,11867664.0,11494108.0
2018,ga,3824.0,5010.0,16490447.0,15503473.0,,,,355.42,,1.9,12791133.0,12336992.0
1992,hi,414.6,399.0,,,53.8,2.5,42113.0,262.45,4435384.0,,,
1993,hi,455.1,423.0,,,52.8,3.0,42662.0,263.89,4977467.0,,,
1994,hi,314.6,409.0,,,52.3,2.0,42255.0,266.63,,,,
1995,hi,341.6,556.0,,,50.2,2.0,42851.0,257.47,,,,
1996,hi,191.1,244.0,,,50.6,1.4,41772.0,256.52,,,,
1997,hi,189.3,145.0,,,50.2,1.6,40934.0,235.65,,,,
1998,hi,217.4,179.0,197736.0,384296.0,52.8,1.3,40827.0,230.06,,,125648.0,297728.0
1999,hi,263.4,309.0,196304.0,390556.0,56.6,1.8,44504.0,229.64,,,123388.0,302200.0
2000,hi,247.8,229.0,214304.0,418680.0,55.2,0.9,51546.0,229.11,,,143044.0,324716.0
2001,hi,354.8,311.0,,,55.5,0.8,47439.0,245.9,,,,
2002,hi,278.9,259.0,,,57.9,0.9,47303.0,261.83,,,,
2003,hi,434.2,723.0,,,58.3,1.2,51834.0,287.46,,,,
2004,hi,528.5,821.0,277916.0,455520.0,60.6,1.3,56242.0,335.15,,2.1,158684.0,326088.0
2005,hi,445.2,439.0,273996.0,476876.0,59.8,0.6,59586.0,421.31,,1.2,178884.0,343428.0
2006,hi,494.9,460.0,291612.0,482568.0,59.9,1.0,60470.0,518.95,,1.0,192312.0,349160.0
2007,hi,519.2,862.0,302156.0,495580.0,60.1,1.7,64022.0,537.84,,1.0,214348.0,364284.0
2008,hi,258.6,325.0,333116.0,508404.0,59.1,1.7,61521.0,527.99,,1.1,212432.0,372092.0
2009,hi,130.8,355.0,293512.0,455076.0,59.5,1.9,55649.0,490.31,,2.5,206784.0,317212.0
2010,hi,156.2,135.0,271512.0,454980.0,56.1,1.9,59539.0,449.13,,4.2,188068.0,321392.0
2011,hi,146.8,116.0,282516.0,480716.0,55.4,2.2,59047.0,440.0,,3.9,199140.0,339336.0
2012,hi,162.3,209.0,285032.0,513964.0,57.2,2.3,56263.0,444.28,,3.9,182632.0,354696.0
2013,hi,137.8,462.0,293096.0,538532.0,57.3,1.8,64235.0,457.1,,2.8,184000.0,375336.0
2014,hi,173.4,140.0,289912.0,559288.0,58.4,1.6,71223.0,493.71,,2.0,184076.0,369960.0
2015,hi,232.3,743.0,295048.0,598600.0,59.3,1.5,64514.0,528.72,,1.8,202880.0,397824.0
2016,hi,191.0,173.0,326176.0,626956.0,57.7,1.4,72133.0,564.79,,1.5,221328.0,408896.0
2017,hi,192.6,252.0,318544.0,603816.0,55.9,1.3,73575.0,590.77,,1.2,217688.0,414988.0
2018,hi,233.0,224.0,326991.0,632572.0,,,,625.28,,1.3,222836.0,433169.0
1992,id,686.8,377.0,,,70.3,1.0,27704.0,135.82,1767087.0,,,
1993,id,536.6,317.0,,,72.1,0.8,31010.0,145.47,2036103.0,,,
1994,id,893.4,710.0,,,70.7,0.9,31536.0,157.98,,,,
1995,id,572.4,354.0,,,72.0,0.9,32676.0,167.52,,,,
1996,id,592.7,406.0,,,71.4,1.1,34709.0,179.28,,,,
1997,id,637.2,424.0,,,72.3,0.8,33404.0,181.25,,,,
1998,id,740.7,498.0,1630888.0,938028.0,72.6,1.2,36680.0,188.87,,,1454960.0,732812.0
1999,id,841.2,553.0,1975096.0,953684.0,70.3,2.0,35800.0,193.87,,,1688888.0,754412.0
2000,id,778.5,542.0,2827652.0,968092.0,70.5,1.8,37611.0,195.53,,,2420944.0,762188.0
2001,id,856.3,690.0,2254956.0,1033884.0,71.7,1.7,38241.0,204.51,,,1954124.0,803580.0
2002,id,870.6,666.0,2154840.0,1019816.0,73.0,1.7,37715.0,210.74,,,1714208.0,778256.0
2003,id,953.8,763.0,2172952.0,1021956.0,74.4,1.4,42372.0,219.21,,,1784456.0,780996.0
2004,id,910.6,706.0,2146764.0,1033052.0,73.7,1.4,44358.0,228.69,,3.3,1761756.0,771128.0
2005,id,1404.8,1092.0,2276328.0,1076200.0,74.2,1.4,44176.0,254.87,,2.3,1903072.0,759828.0
2006,id,1721.2,1275.0,2632412.0,1128704.0,75.1,2.2,46213.0,305.61,,1.9,2185520.0,836608.0
2007,id,1174.1,971.0,2820600.0,1240236.0,74.5,2.9,49184.0,338.58,,1.4,2298580.0,892688.0
2008,id,649.0,456.0,2603096.0,1310852.0,75.0,3.1,47420.0,341.1,,1.6,2131872.0,933600.0
2009,id,211.6,503.0,2203092.0,1386184.0,75.5,2.6,46778.0,324.61,,3.6,1806628.0,943820.0
2010,id,420.5,354.0,2049072.0,1234324.0,72.4,3.3,47050.0,285.06,,5.9,1652052.0,903876.0
2011,id,248.8,173.0,2276780.0,1292844.0,72.4,3.8,47459.0,257.84,,5.0,1837212.0,984004.0
2012,id,484.7,322.0,2275256.0,1438296.0,73.0,2.2,47922.0,255.56,,4.7,1839592.0,1023444.0
2013,id,504.6,350.0,2451408.0,1615160.0,71.5,1.6,48467.0,265.23,,3.1,1904212.0,1104592.0
2014,id,606.5,446.0,3025648.0,1777764.0,69.6,2.4,53438.0,281.17,,2.7,2428396.0,1168956.0
2015,id,605.8,442.0,2937640.0,2059360.0,70.0,1.4,51624.0,296.98,,2.1,2362632.0,1237636.0
2016,id,826.8,709.0,2868872.0,2220328.0,70.5,1.7,56564.0,317.35,,2.2,2222296.0,1274372.0
2017,id,545.1,413.0,3168980.0,2222744.0,69.9,1.2,60208.0,342.34,,1.8,2491328.0,1414800.0
2018,id,1096.9,911.0,3683620.0,2336096.0,,,,382.88,,1.2,2934529.0,1472442.0
1992,il,2915.6,1877.0,,,62.4,1.3,31551.0,178.96,45651513.0,,,
1993,il,2956.4,1880.0,,,61.8,1.1,32857.0,185.01,49515905.0,,,
1994,il,3263.0,2091.0,,,64.2,1.2,35081.0,192.95,,,,
1995,il,2727.3,1938.0,,,66.4,1.1,38071.0,199.72,,,,
1996,il,3290.7,2227.0,,,68.2,1.4,39554.0,209.15,,,,
1997,il,2638.5,2249.0,,,68.1,1.6,41283.0,214.29,,,,
1998,il,2786.5,2053.0,29520672.0,15968004.0,68.0,1.7,43178.0,221.92,,,23703036.0,12905344.0
1999,il,2988.2,2082.0,29466172.0,16502324.0,67.1,1.5,46330.0,228.69,,,23798776.0,13199308.0
2000,il,3518.3,2699.0,30140800.0,16931000.0,67.9,1.1,46064.0,241.83,,,24430052.0,13583064.0
2001,il,3448.5,3254.0,29815088.0,17482572.0,69.4,1.7,46171.0,256.16,,,23856760.0,13762028.0
2002,il,3723.5,3282.0,27084548.0,17662448.0,70.1,1.9,42710.0,272.52,,,21060236.0,13511136.0
2003,il,3486.7,3020.0,26165452.0,17714828.0,70.7,1.5,45153.0,287.07,,,20345924.0,13382780.0
2004,il,4027.4,3134.0,26411048.0,17299940.0,72.7,1.7,46077.0,306.52,,3.9,20455004.0,12993128.0
2005,il,3570.2,3020.0,28415724.0,17969672.0,70.9,1.9,48398.0,335.23,,3.2,21962412.0,13644488.0
2006,il,4439.2,4861.0,29840388.0,17613180.0,70.4,2.3,48671.0,361.27,,3.1,23195460.0,13574672.0
2007,il,2851.9,4371.0,30462284.0,18376288.0,69.4,2.6,52506.0,373.13,,2.5,23689268.0,14344888.0
2008,il,1477.1,2336.0,29848292.0,18492504.0,68.9,3.2,53254.0,368.59,,2.7,23462128.0,14411236.0
2009,il,548.1,716.0,27302700.0,17656896.0,69.1,2.5,52870.0,346.61,,4.3,21255232.0,13241864.0
2010,il,648.3,381.0,24163200.0,18139208.0,68.8,2.9,50728.0,317.58,,7.3,18828100.0,13585852.0
2011,il,572.9,833.0,28651916.0,18897988.0,68.4,3.4,50637.0,304.35,,6.3,22529376.0,13944280.0
2012,il,690.5,411.0,31026900.0,21553376.0,66.8,2.8,51738.0,296.62,,6.0,23815488.0,14255580.0
2013,il,791.0,568.0,30468176.0,20592468.0,67.2,2.7,53937.0,294.44,,5.0,23149940.0,14768368.0
2014,il,645.3,660.0,30177128.0,21482676.0,66.4,2.3,54916.0,299.77,,5.0,23257888.0,15771372.0
2015,il,767.3,530.0,31116644.0,22127916.0,65.4,2.2,60413.0,313.3,,3.3,24231072.0,16820632.0
2016,il,999.1,1824.0,31532000.0,21590360.0,65.3,2.2,61386.0,321.19,,3.0,24100436.0,16785340.0
2017,il,929.3,751.0,30547520.0,22274332.0,65.4,2.0,64609.0,332.49,,2.8,23224144.0,17486936.0
2018,il,852.0,733.0,33990898.0,23676656.0,,,,345.85,,2.7,25940127.0,18605597.0
1992,in,2166.5,1362.0,,,67.6,1.1,,148.5,13225658.0,,,
1993,in,2298.3,1425.0,,,68.7,0.9,,154.03,14348733.0,,,
1994,in,2106.3,1685.0,,,68.4,0.7,,160.59,,,,
1995,in,1991.2,1318.0,,,71.0,1.2,,167.27,,,,
1996,in,2781.3,1935.0,,,74.2,1.1,,177.34,,,,
1997,in,2302.1,1750.0,,,74.1,1.4,,184.09,,,,
1998,in,2582.6,1779.0,24624252.0,7625280.0,72.6,1.7,,192.9,,,19613228.0,6409852.0
1999,in,2226.6,1457.0,24533808.0,9069964.0,72.9,1.4,,200.38,,,19974220.0,7527968.0
2000,in,2570.0,1915.0,26581272.0,8116300.0,74.9,1.1,,205.12,,,21698484.0,6683060.0
2001,in,2722.9,2017.0,24738104.0,8993872.0,75.3,1.6,,216.06,,,19846700.0,7167864.0
2002,in,3084.9,2401.0,23902844.0,8686624.0,75.1,2.1,,222.95,,,18852856.0,6830832.0
2003,in,2637.0,1797.0,24934192.0,8350580.0,74.4,2.0,,228.88,,,19544808.0,6477820.0
2004,in,2756.8,2004.0,25247408.0,8889884.0,75.8,2.5,,234.91,,3.0,19787864.0,6939648.0
2005,in,2446.6,1993.0,26484628.0,9177900.0,75.0,2.4,,242.61,,3.0,20793472.0,7126852.0
2006,in,2728.4,2168.0,27533476.0,9877736.0,74.2,3.2,,249.02,,2.7,21560968.0,7696920.0
2007,in,2154.2,1522.0,27381432.0,9831160.0,73.8,3.2,,253.4,,2.6,21554244.0,7647580.0
2008,in,1264.3,892.0,26521908.0,10580908.0,74.4,2.8,,255.55,,2.6,20679524.0,8130756.0
2009,in,541.7,399.0,21084408.0,9782968.0,72.0,2.5,,253.03,,3.9,16692380.0,7352828.0
2010,in,993.4,808.0,20473460.0,10306472.0,71.2,3.0,,241.16,,7.6,16270112.0,7898212.0
2011,in,640.0,626.0,23516952.0,10192696.0,72.1,2.6,,238.76,,6.2,18784540.0,7818448.0
2012,in,837.3,551.0,25371436.0,10010856.0,72.1,2.1,,238.39,,4.9,20049604.0,7664288.0
2013,in,1118.9,732.0,25457660.0,11015216.0,71.7,2.4,,240.9,,4.7,20022696.0,8404624.0
2014,in,988.7,960.0,26462052.0,11852552.0,70.1,2.3,,242.05,,3.8,20814188.0,8838916.0
2015,in,951.9,681.0,28240252.0,12134352.0,69.4,2.1,,252.49,,3.1,22258316.0,8978856.0
2016,in,1137.0,999.0,28863452.0,12415440.0,70.9,1.7,,259.53,,2.2,22382408.0,9289244.0
2017,in,1478.7,1124.0,31276920.0,12309440.0,70.0,1.7,,270.59,,2.1,24150376.0,9514764.0
2018,in,1442.1,1008.0,32695070.0,12998385.0,,,,287.61,,1.7,25304735.0,10068399.0
1992,ia,630.2,487.0,,,66.3,0.8,28743.0,125.95,14812717.0,,,
1993,ia,616.3,375.0,,,68.2,0.5,28663.0,131.95,14082407.0,,,
1994,ia,583.8,389.0,,,70.1,0.8,33079.0,140.72,,,,
1995,ia,569.1,214.0,,,71.4,1.0,35519.0,148.85,,,,
1996,ia,642.6,235.0,,,72.8,0.8,33209.0,157.79,,,,
1997,ia,632.2,299.0,,,72.7,1.2,33783.0,163.26,,,,
1998,ia,693.6,665.0,6478680.0,3849112.0,72.1,1.2,37019.0,171.13,,,5201976.0,3026540.0
1999,ia,790.3,481.0,6788488.0,4079576.0,73.9,1.2,41098.0,178.94,,,5517300.0,3204212.0
2000,ia,803.0,517.0,7178596.0,4107168.0,75.2,1.6,40991.0,185.75,,,5851936.0,3225580.0
2001,ia,861.1,504.0,7354760.0,4212676.0,76.6,2.6,40976.0,196.25,,,5894564.0,3268032.0
2002,ia,888.2,782.0,6883656.0,4219216.0,73.9,2.0,41049.0,203.93,,,5443596.0,3234604.0
2003,ia,917.5,506.0,6826456.0,4365972.0,73.4,2.0,41384.0,210.58,,,5334608.0,3267152.0
2004,ia,930.1,800.0,7258856.0,4713120.0,73.2,2.4,43391.0,219.76,,2.5,5674312.0,3306016.0
2005,ia,878.7,539.0,7993704.0,5210992.0,73.9,2.4,46500.0,230.28,,2.3,6245128.0,3449392.0
2006,ia,991.0,786.0,8580316.0,6062604.0,74.0,2.7,48126.0,238.66,,1.7,6680332.0,3545784.0
2007,ia,782.9,482.0,8818300.0,6370972.0,73.7,2.9,48908.0,244.31,,1.6,6854484.0,3614228.0
2008,ia,606.4,504.0,9178972.0,6635548.0,74.0,2.4,50142.0,249.02,,1.6,7013848.0,3964620.0
2009,ia,448.6,138.0,7971332.0,5209324.0,72.4,1.6,50721.0,249.17,,2.4,6110532.0,3732032.0
2010,ia,507.9,195.0,7419448.0,4844896.0,71.1,2.0,49016.0,243.72,,4.1,5787032.0,3798516.0
2011,ia,448.4,173.0,8191016.0,4946368.0,71.2,2.4,50219.0,244.42,,3.5,6469240.0,3815072.0
2012,ia,519.8,272.0,8751956.0,5740580.0,70.2,2.3,53442.0,246.25,,2.8,6846036.0,3960996.0
2013,ia,659.0,331.0,9262736.0,5843192.0,69.8,1.8,60156.0,249.52,,2.5,7143456.0,4105800.0
2014,ia,605.1,309.0,9753948.0,6404276.0,69.4,2.0,57810.0,252.51,,2.4,7476752.0,4233632.0
2015,ia,622.4,249.0,9748660.0,7143768.0,68.8,0.8,60855.0,260.46,,2.3,7600416.0,4436068.0
2016,ia,558.2,690.0,9708112.0,7293828.0,70.0,1.1,59094.0,269.99,,1.8,7354724.0,4613428.0
2017,ia,667.4,416.0,9703084.0,7060000.0,70.0,2.0,63481.0,280.96,,2.0,7431036.0,4948876.0
2018,ia,655.7,459.0,10113354.0,7435380.0,,,,292.49,,1.6,7762748.0,5186937.0
1992,ks,747.2,629.0,,,69.8,1.4,30346.0,123.07,11402789.0,,,
1993,ks,565.2,472.0,,,68.9,1.6,29770.0,126.18,11415875.0,,,
1994,ks,833.7,626.0,,,69.0,1.2,28322.0,132.31,,,,
1995,ks,744.0,730.0,,,67.5,2.3,30341.0,140.43,,,,
1996,ks,788.8,604.0,,,67.5,1.8,32585.0,147.39,,,,
1997,ks,800.7,721.0,,,66.5,1.9,36471.0,153.57,,,,
1998,ks,778.3,611.0,6047856.0,2827256.0,66.7,2.4,36711.0,161.6,,,4911816.0,2239488.0
1999,ks,824.4,708.0,6155124.0,2933012.0,67.5,1.8,37348.0,169.46,,,5036144.0,2370736.0
2000,ks,948.3,993.0,6313628.0,3074344.0,69.3,1.7,41059.0,179.19,,,5205828.0,2473216.0
2001,ks,800.5,1120.0,6714032.0,3219072.0,70.4,2.3,41415.0,188.68,,,5353144.0,2533016.0
2002,ks,725.6,594.0,6455908.0,3277676.0,70.3,2.3,42619.0,197.41,,,5059932.0,2629552.0
2003,ks,887.9,985.0,6185652.0,3273124.0,70.3,2.2,44232.0,204.46,,,4857564.0,2574852.0
2004,ks,857.6,634.0,6234160.0,3482004.0,69.9,2.8,41066.0,212.71,,3.0,4789528.0,2653848.0
2005,ks,737.9,593.0,6886368.0,3704376.0,69.5,2.7,42027.0,221.88,,2.7,5297800.0,2713420.0
2006,ks,1106.6,822.0,7151692.0,4170316.0,70.0,2.1,45552.0,229.9,,2.4,5630584.0,2805588.0
2007,ks,679.5,759.0,8284964.0,4382412.0,69.4,1.9,48497.0,237.58,,1.8,6568828.0,2894772.0
2008,ks,513.1,923.0,8270664.0,4080332.0,68.8,2.0,47877.0,241.33,,1.8,6447684.0,2930508.0
2009,ks,248.0,178.0,7166968.0,3551912.0,67.4,2.9,44717.0,240.16,,2.5,5664876.0,2716020.0
2010,ks,310.2,246.0,6648476.0,3990780.0,67.4,2.4,46054.0,234.22,,4.4,5155256.0,2794692.0
2011,ks,194.9,318.0,7237840.0,5291024.0,65.4,2.1,46147.0,232.79,,4.5,5621280.0,2924172.0
2012,ks,251.0,209.0,7445108.0,8698660.0,63.2,2.0,50003.0,232.03,,3.6,5846120.0,2880496.0
2013,ks,429.3,595.0,7466036.0,7346372.0,63.5,1.6,47820.0,234.54,,2.6,5784204.0,2945792.0
2014,ks,383.7,701.0,7584652.0,6501944.0,64.7,2.2,53444.0,236.19,,2.7,5963372.0,3104308.0
2015,ks,336.0,345.0,7816956.0,6699820.0,64.9,1.6,54865.0,244.67,,2.2,6052740.0,3185688.0
2016,ks,385.5,276.0,7611140.0,4673996.0,67.1,1.6,56810.0,253.22,,2.1,5839248.0,3360720.0
2017,ks,594.6,497.0,7599968.0,4782152.0,66.0,1.7,57872.0,263.84,,2.2,5850588.0,3703796.0
2018,ks,476.0,451.0,7961819.0,4945070.0,,,,282.5,,1.8,6130743.0,3830065.0
1992,ky,903.0,926.0,,,69.0,1.1,23485.0,152.64,11461859.0,,,
1993,ky,1104.2,955.0,,,68.8,1.2,24376.0,158.07,11986021.0,,,
1994,ky,1008.4,832.0,,,70.6,0.6,26595.0,165.77,,,,
1995,ky,1047.7,1036.0,,,71.2,0.6,29810.0,175.45,,,,
1996,ky,784.1,888.0,,,73.2,1.2,32413.0,184.78,,,,
1997,ky,1099.3,1084.0,,,75.0,1.3,33452.0,193.17,,,,
1998,ky,1648.6,1397.0,8568372.0,4459140.0,75.1,1.5,36252.0,200.66,,,6561948.0,3674104.0
1999,ky,1187.7,1134.0,8731260.0,4701928.0,73.9,1.4,33738.0,210.02,,,6915852.0,3805948.0
2000,ky,1434.3,1278.0,9738436.0,4792316.0,73.4,1.5,36265.0,219.23,,,7742432.0,3867444.0
2001,ky,1157.6,1002.0,9768560.0,4976044.0,73.9,2.0,38437.0,230.25,,,7646004.0,3919872.0
2002,ky,1508.0,1319.0,9152348.0,4841048.0,73.7,1.7,36762.0,237.99,,,6967144.0,3754912.0
2003,ky,1390.9,1303.0,9357512.0,4979652.0,74.4,1.9,36936.0,246.44,,,7121260.0,3789792.0
2004,ky,1405.0,1215.0,9557244.0,5191844.0,73.3,2.1,35610.0,257.1,,3.1,7196480.0,3859936.0
2005,ky,1450.9,1268.0,10019464.0,5261312.0,71.6,2.2,36699.0,269.33,,2.0,7520236.0,3918424.0
2006,ky,1194.4,1121.0,10391940.0,5304556.0,71.7,3.4,39485.0,281.61,,2.9,7846376.0,4003584.0
2007,ky,1215.3,1131.0,10454384.0,5334800.0,72.9,2.8,39452.0,289.3,,2.1,7953452.0,4115292.0
2008,ky,683.7,647.0,10755888.0,5517748.0,72.8,2.7,41148.0,294.04,,2.7,7819492.0,4226696.0
2009,ky,294.3,427.0,8119112.0,5013256.0,71.2,2.6,42664.0,293.81,,4.0,6311592.0,3818784.0
2010,ky,459.4,422.0,7852912.0,5147332.0,70.3,2.2,41104.0,285.32,,6.9,5995164.0,3916844.0
2011,ky,367.9,392.0,8744288.0,5298232.0,69.1,2.2,39856.0,283.68,,6.4,6802952.0,4070232.0
2012,ky,434.4,436.0,9314084.0,5420708.0,68.7,2.0,41086.0,283.97,,5.4,7139088.0,4160840.0
2013,ky,588.2,515.0,10224196.0,5505212.0,67.5,2.0,44879.0,286.39,,4.1,7940260.0,4279664.0
2014,ky,461.1,939.0,10593036.0,5759672.0,67.6,2.4,42786.0,285.79,,4.1,8300324.0,4490720.0
2015,ky,735.6,717.0,11241208.0,5787432.0,67.9,1.9,42387.0,296.47,,2.9,8767384.0,4484560.0
2016,ky,552.1,753.0,11748656.0,5830024.0,67.9,1.9,45369.0,306.77,,2.5,9198040.0,4632972.0
2017,ky,655.4,698.0,12203552.0,6048228.0,70.1,1.6,51348.0,321.16,,2.5,9621944.0,4850532.0
2018,ky,746.1,854.0,12382325.0,6376814.0,,,,339.82,,2.3,9736020.0,5111229.0
1992,la,665.2,624.0,,,66.7,1.1,25439.0,109.15,15284062.0,,,
1993,la,756.3,725.0,,,65.4,0.9,26312.0,113.68,16921192.0,,,
1994,la,1114.3,1004.0,,,65.8,1.5,25676.0,121.4,,,,
1995,la,923.2,848.0,,,65.3,0.8,27949.0,126.67,,,,
1996,la,1290.0,1584.0,,,64.9,1.1,30262.0,134.54,,,,
1997,la,1064.2,1050.0,,,66.4,1.3,33260.0,140.4,,,,
1998,la,913.5,973.0,3761048.0,4929128.0,66.6,1.5,31735.0,147.66,,,3102696.0,3899504.0
1999,la,1108.4,1205.0,3725572.0,5015296.0,66.8,1.4,32654.0,154.28,,,3078320.0,3913336.0
2000,la,1086.0,1127.0,3811644.0,5073536.0,68.1,1.7,30718.0,159.88,,,3152652.0,3978264.0
2001,la,1029.5,1354.0,4045756.0,5468004.0,67.1,1.9,33322.0,167.94,,,3259200.0,4117276.0
2002,la,1289.8,1255.0,4035744.0,5497224.0,67.4,0.9,34008.0,173.79,,,3159036.0,4028292.0
2003,la,1409.5,1417.0,4032032.0,5686580.0,67.5,1.6,33507.0,182.85,,,3176336.0,3958976.0
2004,la,1268.3,1324.0,4282572.0,6136284.0,70.6,1.3,36429.0,191.65,,3.2,3310552.0,4091204.0
2005,la,2096.3,2073.0,4498908.0,6073220.0,72.5,1.3,37236.0,202.64,,2.8,3428988.0,4337724.0
2006,la,1557.5,1558.0,4811584.0,5812252.0,71.3,1.4,36488.0,224.49,,2.7,3709544.0,4258796.0
2007,la,1335.5,1848.0,5421092.0,5922936.0,71.5,2.5,41313.0,241.49,,1.9,4200984.0,4416780.0
2008,la,1248.5,1561.0,5536396.0,6321708.0,73.5,1.9,39563.0,246.64,,2.1,4237972.0,4653928.0
2009,la,853.1,875.0,5183908.0,6292004.0,71.9,1.5,45433.0,247.12,,2.5,3948328.0,4539348.0
2010,la,770.1,724.0,4942596.0,6488156.0,70.4,1.5,39300.0,240.08,,4.2,3723856.0,4594700.0
2011,la,851.6,821.0,5069576.0,6842876.0,70.1,1.7,40658.0,237.61,,4.4,3975632.0,4941464.0
2012,la,874.9,889.0,5194776.0,7020308.0,68.7,1.9,39085.0,238.76,,3.4,4129088.0,5050388.0
2013,la,1039.8,1071.0,5424988.0,7014592.0,67.8,2.3,46425.0,242.6,,3.1,4267472.0,5086468.0
2014,la,952.2,1003.0,5850792.0,7492728.0,65.3,2.1,42406.0,246.39,,2.8,4665932.0,5432348.0
2015,la,1057.5,1035.0,5831548.0,7833724.0,63.3,2.2,45922.0,257.0,,3.2,4677256.0,5777124.0
2016,la,1066.1,1089.0,5056244.0,7887472.0,64.2,2.1,42196.0,266.2,,3.1,4097380.0,5972672.0
2017,la,1185.6,1121.0,4895512.0,8086272.0,66.1,1.9,43903.0,272.79,,2.9,3973796.0,6064984.0
2018,la,1182.3,1168.0,5063291.0,8605017.0,,,,284.62,,2.5,4103704.0,6457156.0
1992,me,322.0,155.0,,,72.0,2.3,,235.57,1741131.0,,,
