date,contract_establish,end_establish,expand_establish,net_change,open_establish,total_contract,total_expand,state
9/30/93,128534,28109,147526,22921,32038,156643,179564,Virginia
12/31/93,142367,26809,146016,12351,35511,169176,181527,Virginia
3/31/94,147170,27968,160355,17190,31973,175138,192328,Virginia
6/30/94,143134,25172,152485,24766,40587,168306,193072,Virginia
9/30/94,140405,25148,162339,32725,35939,165553,198278,Virginia
12/31/94,148496,28917,150634,8618,35397,177413,186031,Virginia
3/31/95,148219,28319,160781,22333,38090,176538,198871,Virginia
6/30/95,145014,29812,153733,16106,37199,174826,190932,Virginia
9/30/95,143849,35580,158535,17201,38095,179429,196630,Virginia
12/31/95,158028,33568,158453,11650,44793,191596,203246,Virginia
3/31/96,147157,31857,159464,19172,38722,179014,198186,Virginia
6/30/96,160349,39135,167670,8913,40727,199484,208397,Virginia
9/30/96,155781,36560,170679,25791,47453,192341,218132,Virginia
12/31/96,150427,32554,165325,31683,49339,182981,214664,Virginia
3/31/97,164745,26471,168259,22769,45726,191216,213985,Virginia
6/30/97,157137,37966,157263,9374,47214,195103,204477,Virginia
9/30/97,149253,31925,168484,35521,48215,181178,216699,Virginia
12/31/97,155207,38649,168751,14397,39502,193856,208253,Virginia
3/31/98,164208,44566,172276,7937,44435,208774,216711,Virginia
6/30/98,161515,33081,170067,25705,50234,194596,220301,Virginia
9/30/98,154437,33686,174511,27893,41505,188123,216016,Virginia
12/31/98,158315,46410,170899,7462,41288,204725,212187,Virginia
3/31/99,167025,44503,170362,12141,53307,211528,223669,Virginia
6/30/99,163694,31444,169379,21885,47644,195138,217023,Virginia
9/30/99,162050,34979,190596,30376,36809,197029,227405,Virginia
12/31/99,156795,41345,184311,27087,40916,198140,225227,Virginia
3/31/00,163508,38044,189637,35546,47461,201552,237098,Virginia
6/30/00,169998,31529,174488,9521,36560,201527,211048,Virginia
9/30/00,155897,36727,177241,21613,36996,192624,214237,Virginia
12/31/00,164448,30951,177757,15029,32671,195399,210428,Virginia
3/31/01,174363,35724,180943,6871,36015,210087,216958,Virginia
6/30/01,179570,34258,154888,-20892,38048,213828,192936,Virginia
9/30/01,169700,34275,152673,-18426,32876,203975,185549,Virginia
12/31/01,176126,33539,151584,-27577,30504,209665,182088,Virginia
3/31/02,161941,33734,161531,3264,37408,195675,198939,Virginia
6/30/02,159973,35979,154417,-6453,35082,195952,189499,Virginia
9/30/02,157496,31114,155436,-1479,31695,188610,187131,Virginia
12/31/02,155179,29643,149237,-2165,33420,184822,182657,Virginia
3/31/03,159206,36487,149442,-11035,35216,195693,184658,Virginia
6/30/03,153350,30018,159373,7698,31693,183368,191066,Virginia
9/30/03,150890,27705,157190,11459,32864,178595,190054,Virginia
12/31/03,150724,28834,163134,18690,35114,179558,198248,Virginia
3/31/04,144682,28107,170039,30332,33082,172789,203121,Virginia
6/30/04,145146,32334,160465,18175,35190,177480,195655,Virginia
