GeoName,year,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Forest and maple products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes
Georgia,1997,24289.0,186659726.0,7685099.0,162136534.0,21098.0,14510964.0,7327850.0,48964.0,1519363.0,13400090.0,2205539.0,7485222.0,1319003.0,594409.0,12986189.0,21847.0,29078.0,2869995.0,1172.0,373.0,2718.0,459.0,2472.0,38.0,9007870.0,20885312.0,643373.0,14505552.0,3524542.0,18995274.0,21838814.0,292525.0,3805328.0,110651854.0,33043.0,33417724.0,146996220.0,131084208.0,4348.0,17057.0,2883.0,24289.0,22157794.0,4448701.0,151760,333776,3560398,19230,0,9211,196771,6674,1745,6118,64369,1060911,280370,23748,4738147,112645,229,485536,3560398,8127057,268777,573594,749954,43170,636328,42467,606931,2869995,8411190,11217,235259,121548,168516,8407427,722194,310992,21321479,525323,22157794,3524542.0,33417724.0,415198,114816,160578,1707,5416,35788,2043,52210,51182,714475,220360,(NA),133037,221599,47782,611564,406453,2672274,158409,227374,429422,1911319,2338551,3504198,996229,500386,109156,399905,416074,242204,4480914,396933,136782,36894,257151,(L),-125509,139360,-27371,-101721,3583,6367979,5842749,1813408,1519363,1761556,1887065,525230,4480914,-125509,8134968.0,131084208.0,1794138.0,15462818.0,184865588.0,-449194.0,33417724.0,22157794.0,14505552.0,4448701.0,21951985.0,2791638.0,19160347.0,30903.0,49830.0,19160347.0,24523192.0,30903.0,205886.0,5126056.0,162136534.0,24523192.0
Hawaii,1997,26239.0,31791726.0,1211640.0,28112750.0,23202.0,2735531.0,1325547.0,5119.0,36106.0,3274134.0,491709.0,1447111.0,522792.0,121572.0,2464490.0,20272.0,28359.0,560576.0,1003.0,463.0,3897.0,837.0,2449.0,137.0,1214764.0,4721245.0,126691.0,2500596.0,1014501.0,2967617.0,4061078.0,165544.0,607070.0,17215868.0,32405.0,6950510.0,23777542.0,21147479.0,5736.0,17454.0,3049.0,26239.0,3693737.0,733761.0,60444,154452,626443,2424,0,57,2203,4738,0,5748,18998,71029,23625,10543,638373,15226,56,214896,626443,1385873,155001,185273,89378,17118,85795,10478,31776,560576,1280042,5129,35930,18563,25736,1409498,113447,47496,3566012,80229,3693737,1014501.0,6950510.0,19085,0,6069,0,0,20921,0,0,0,0,29479,(NA),192867,66655,25150,46075,87425,15415,0,0,48177,168018,420274,90969,31793,42982,554,176063,7123,37010,453079,6471,17404,22431,146321,(L),7274,10348,0,6357,917,518920,511243,204858,36106,73115,65841,7677,453079,7274,1304516.0,21147479.0,194324.0,2630063.0,31597402.0,0.0,6950510.0,3693737.0,2500596.0,733761.0,3004675.0,365566.0,2639109.0,2895.0,379.0,2639109.0,3678976.0,25469.0,0.0,1014398.0,28112750.0,3678976.0
Idaho,1997,21300.0,26166890.0,1228520.0,23099614.0,18803.0,1888612.0,1224790.0,24110.0,402501.0,2163808.0,343099.0,1438989.0,313171.0,139213.0,2372654.0,17043.0,24130.0,287828.0,1115.0,234.0,2933.0,534.0,2488.0,90.0,1369700.0,3602797.0,163323.0,2775155.0,656270.0,3057083.0,3113402.0,110325.0,545066.0,13152525.0,26879.0,5628767.0,19041082.0,17082887.0,4582.0,13905.0,2813.0,21300.0,3455236.0,708389.0,21435,20722,430131,1281,25112,833,64421,2852,393,1123,84795,114917,150497,5201,662692,12413,0,42157,455243,1462916,105124,51143,79611,7976,89890,7377,69515,287828,1130348,4377,37747,19503,27038,1613413,105243,49899,3321049,84288,3455236,656270.0,5628767.0,972884,13976,12934,1407,199518,85023,0,0,403860,0,633819,(NA),26855,62940,301473,1070841,246596,14424,0,618761,594762,1442876,1851387,1719084,403163,387564,110401,459046,114149,122344,3375090,469600,101441,40964,312794,(L),104907,111400,25356,72911,6640,3795021,3570471,756259,402501,524838,419931,224550,3375090,104907,1111822.0,17082887.0,734099.0,2336612.0,25432791.0,378417.0,5628767.0,3455236.0,2775155.0,708389.0,2549180.0,312532.0,2236648.0,2813.0,30066.0,2236648.0,3067276.0,4649.0,0.0,825979.0,23099614.0,3067276.0
Illinois,1997,28423.0,346357612.0,12185715.0,298874911.0,24527.0,27042396.0,13646444.0,81141.0,1799393.0,24764438.0,3680482.0,19289685.0,3385331.0,940060.0,26092368.0,27756.0,32889.0,4695243.0,1529.0,385.0,3615.0,580.0,2862.0,98.0,18628488.0,44054123.0,1021201.0,27891761.0,7065813.0,34877939.0,40688840.0,1194565.0,5959420.0,196002224.0,37902.0,69748424.0,264582825.0,235841441.0,5724.0,19354.0,3346.0,28423.0,40767747.0,6980621.0,725969,827714,6632622,55621,39023,6931,529084,11931,5854,10497,47823,1050263,632528,35213,8730513,44324,267,1553683,6671645,15970000,1159352,914683,1176614,82845,434225,41726,917943,4695243,15446482,18415,375122,193809,268699,16602528,559063,495878,39434239,837630,40767747,7065813.0,69748424.0,542457,3257547,1109012,4530,1537,29676,15256,2954817,180455,0,296616,(NA),19175,255200,79278,1681145,54635,81016,0,6414142,68516,4448787,6890946,2058777,460932,1498240,552452,465843,249385,225413,7997685,334161,260599,42282,293111,(L),270914,529123,322650,-84198,32462,9751560,8949723,2134786,1799393,2024789,1753875,801837,7997685,270914,14140362.0,235841441.0,2117595.0,27786806.0,344240017.0,-954578.0,69748424.0,40767747.0,27891761.0,6980621.0,44669343.0,4529614.0,40139729.0,43251.0,23434.0,40139729.0,47482701.0,110031.0,0.0,7232941.0,298874911.0,47482701.0
Indiana,1997,23968.0,142738061.0,5955267.0,124412033.0,20891.0,11339857.0,5915659.0,66343.0,924362.0,9470067.0,1480126.0,6897256.0,1035643.0,462376.0,8479505.0,18339.0,27500.0,1507787.0,1243.0,253.0,2748.0,422.0,2825.0,43.0,7402211.0,16367323.0,528719.0,9403867.0,2515769.0,16825387.0,17255516.0,257248.0,2947544.0,81056496.0,30986.0,26285303.0,107715879.0,97862336.0,4414.0,16433.0,3122.0,23968.0,18590422.0,3476263.0,190952,134535,2512113,40042,3371,3747,232712,1572,2570,1616,24625,520526,297379,9505,4174758,24909,(L),325487,2515484,8402256,247743,287697,374077,28477,296861,19682,405034,1507787,6715151,7358,183740,94930,131613,8699635,345038,242888,17937251,410283,18590422,2515769.0,26285303.0,310819,1686433,931455,822,205,30484,0,1624011,113431,0,279370,(NA),22879,91045,49972,1272758,64303,542100,25992,3424902,96290,2585213,3775383,2094228,660774,869221,265132,310597,187636,180287,5163770,282253,164124,24953,211805,(L),-53971,291588,-18854,-50364,15247,6322379,5869611,1161120,924362,1104638,1158609,452768,5163770,-53971,6493348.0,97862336.0,1148760.0,12409007.0,141589301.0,2555464.0,26285303.0,18590422.0,9403867.0,3476263.0,16556164.0,2157757.0,14398407.0,7132.0,13549.0,14398407.0,18326028.0,444675.0,90714.0,3392232.0,124412033.0,18326028.0
Iowa,1997,24253.0,70118131.0,2891119.0,61891739.0,21408.0,4819541.0,2837299.0,97107.0,3086566.0,5518826.0,648751.0,4343838.0,842686.0,277350.0,4795617.0,17291.0,24203.0,698191.0,1211.0,241.0,3411.0,516.0,2991.0,64.0,3500113.0,9862664.0,374457.0,7882183.0,1491437.0,8648306.0,7656840.0,183867.0,1466653.0,35497938.0,27721.0,14854214.0,51036961.0,45733553.0,5138.0,15819.0,3296.0,24253.0,9530364.0,1841110.0,95552,104936,1311817,15769,0,1581,130726,882,1153,1906,7866,206288,154361,5522,1921199,9725,0,200488,1311817,4477805,178345,120620,170795,23202,163333,11452,252704,698191,3242741,5612,89201,46086,63894,4632166,197987,117915,9213268,199181,9530364,1491437.0,14854214.0,1817001,3689060,3220025,9663,0,58932,0,3151585,3805,0,487760,(NA),2978,64813,131326,5095958,5012,347066,0,6854113,20405,5498932,7078647,5930784,1332005,1402576,712839,504477,495186,501230,10867181,1260448,291777,38358,271670,(L),237497,576966,98696,98894,39907,14217456,13009431,3396594,3086566,3587772,3350275,1208025,10867181,237497,3070278.0,45733553.0,3380732.0,5907577.0,66737399.0,604169.0,14854214.0,9530364.0,7882183.0,1841110.0,6947731.0,760399.0,6187332.0,3758.0,17919.0,6187332.0,8226392.0,37833.0,0.0,2001227.0,61891739.0,8226392.0
Kansas,1997,24986.0,65844794.0,2635292.0,57583646.0,21851.0,4915910.0,2768194.0,65340.0,1114719.0,5545123.0,598789.0,3911650.0,566223.0,261499.0,4747460.0,18155.0,25617.0,644909.0,1265.0,245.0,3589.0,442.0,2892.0,54.0,3333737.0,9456773.0,326839.0,5862179.0,1165012.0,7621494.0,7684104.0,143489.0,1349966.0,34582641.0,28703.0,13955522.0,48128924.0,43479380.0,5296.0,16499.0,3191.0,24986.0,8409892.0,1676805.0,64206,124892,1099264,3207,7963,698,196472,2716,1033,2469,31478,205069,231157,6916,1887761,37598,72,189098,1107227,3682308,136573,103342,147400,19186,186229,14002,162807,644909,3032586,6173,80727,41708,57825,3913465,219489,106714,8122918,180260,8409892,1165012.0,13955522.0,4804167,804325,466140,2939,45031,35392,610462,543750,1377354,2006,162688,(NA),4642,39234,180875,5305699,34366,37244,0,3383861,7008,3485182,3651992,5505631,1005144,715000,529786,509899,477772,491001,8844315,2687621,276767,30084,275854,(L),284837,164702,293549,-21212,12500,10165181,9157623,1420657,1114719,1605703,1320866,1007558,8844315,284837,2928821.0,43479380.0,1403669.0,5697015.0,64441125.0,1047471.0,13955522.0,8409892.0,5862179.0,1676805.0,7163998.0,745184.0,6418814.0,7166.0,12923.0,6418814.0,8261148.0,8250.0,102514.0,1731570.0,57583646.0,8261148.0
Kentucky,1997,21325.0,84293663.0,3952747.0,73782180.0,18666.0,6737091.0,3628162.0,97111.0,949705.0,6076392.0,889626.0,3981428.0,628650.0,289633.0,5291968.0,18271.0,25071.0,1780332.0,954.0,450.0,2545.0,384.0,3225.0,63.0,3769986.0,10057820.0,386744.0,6241673.0,1518276.0,12746139.0,10365253.0,250299.0,1802133.0,45181475.0,28228.0,15346082.0,61788401.0,54170811.0,3882.0,13705.0,3738.0,21325.0,14776770.0,2188877.0,132879,166439,2607019,138325,0,8681,203715,4939,1874,6082,184557,424924,526597,21576,2980088,44611,(L),299318,2607019,5493405,228723,362781,693309,19007,347999,19365,272316,1780332,5631718,4531,121294,62668,86883,6020002,386387,160340,14345585,270845,14776770,1518276.0,15346082.0,686388,288342,151896,0,1003,713679,2066,306448,80921,0,243038,(NA),2599,62543,64122,1551963,13088,255587,730380,678780,8700,1796767,1560212,2050588,300001,279166,83056,265048,261334,99549,3057335,236935,100446,25878,163610,(L),151392,78972,172273,-34286,13405,3955190,3610800,1139193,949705,1049247,897855,344390,3057335,151392,3670677.0,54170811.0,1128654.0,7298839.0,83165009.0,-318751.0,15346082.0,14776770.0,6241673.0,2188877.0,8668701.0,1250539.0,7418162.0,39767.0,16764.0,7418162.0,10511483.0,664290.0,46897.0,2382134.0,73782180.0,10511483.0
Louisiana,1997,21173.0,93605316.0,4421071.0,83278477.0,18837.0,7230420.0,3390485.0,29823.0,463176.0,6283539.0,928010.0,3850557.0,858025.0,315083.0,7200217.0,22852.0,25547.0,2231516.0,1002.0,505.0,2292.0,404.0,3217.0,30.0,4428181.0,10134096.0,344906.0,7663393.0,1786035.0,14221842.0,10620905.0,134046.0,1945092.0,49692000.0,29684.0,16348312.0,67976298.0,60669600.0,3698.0,13723.0,3752.0,21173.0,16587404.0,2289998.0,130624,77268,3269546,2872,9795,816,115488,1344,947,2426,52944,801264,171304,5533,4188944,59527,382,207892,3279341,5326304,128513,496809,725551,23473,366097,22683,294663,2231516,7527812,6160,135860,70193,97316,5497608,412635,179595,16104440,303369,16587404,1786035.0,16348312.0,187377,131697,9370,0,274136,76367,17650,260867,16072,378114,111397,(NA),15923,70777,16914,273114,304801,302943,0,700422,76081,955986,1563032,687454,165231,358598,157343,254597,149765,77851,1952690,73786,66518,25913,154292,(L),-63881,77974,-33988,-33228,3335,2557594,2250486,643381,463176,541023,604904,307108,1952690,-63881,3697330.0,60669600.0,632961.0,7087815.0,92972355.0,-218883.0,16348312.0,16587404.0,7663393.0,2289998.0,10287057.0,1574269.0,8712788.0,18384.0,20545.0,8712788.0,10326839.0,20071.0,0.0,1593980.0,83278477.0,10326839.0
Maine,1997,22999.0,28858308.0,1254774.0,25480323.0,20307.0,2188253.0,1193116.0,6644.0,24427.0,2254552.0,329790.0,1503018.0,295308.0,143489.0,2161524.0,15064.0,24890.0,548960.0,1199.0,437.0,2995.0,498.0,3454.0,88.0,1504497.0,3757570.0,150133.0,2185951.0,625098.0,4333424.0,3381369.0,110974.0,577105.0,14363888.0,27407.0,5887165.0,19931208.0,17977785.0,4692.0,14328.0,3979.0,22999.0,4993358.0,727238.0,136081,95074,1087917,1232,7562,4047,46801,730,478,1049,9624,106798,57657,6304,926148,12628,(L),231155,1095479,1848154,104670,100454,110553,9706,171392,8019,65511,548960,2034255,1558,38578,19932,27633,1905811,189149,50997,4856218,86143,4993358,625098.0,5887165.0,23730,(L),1999,1990,0,73177,0,0,0,0,95646,(NA),47462,29772,7745,98906,10742,89175,0,1995,110464,227475,208180,283727,86205,38720,4191,89612,24688,6797,489643,11988,17066,11445,68681,(L),80,18577,6793,-7428,715,520786,491907,104553,24427,31223,31143,28879,489643,80,1205515.0,17977785.0,99621.0,2398631.0,28758687.0,445208.0,5887165.0,4993358.0,2185951.0,727238.0,2854221.0,375443.0,2478778.0,2314.0,11806.0,2478778.0,3377985.0,6589.0,31621.0,860997.0,25480323.0,3377985.0
Maryland,1997,29335.0,151291853.0,5157328.0,127593715.0,24740.0,10780281.0,5550372.0,12798.0,156454.0,15160852.0,1922850.0,7074025.0,1036642.0,443589.0,7836592.0,17666.0,31655.0,1533124.0,1310.0,297.0,4311.0,574.0,2661.0,69.0,6757284.0,22234877.0,456387.0,7993046.0,2959492.0,13723190.0,16330653.0,353322.0,2414004.0,76414142.0,35096.0,31951653.0,100737841.0,103730564.0,6195.0,20113.0,3027.0,29335.0,15609636.0,2870391.0,168046,207106,2606492,14978,35597,2876,154982,5255,1668,3489,282324,473883,452284,13288,3501933,36207,92,375152,2642089,5815640,340034,309881,374208,41821,317893,23452,324526,1533124,6180229,5904,157910,81585,113111,6267924,383258,208743,15048287,352606,15609636,2959492.0,31951653.0,110779,95023,28517,331,5470,73114,0,109614,43014,0,181608,(NA),18313,247708,20673,212410,17976,599919,18091,253452,73200,672523,649413,993937,413611,107529,19489,147207,121829,33478,1554883,129432,38428,16929,106693,(L),-39856,46153,-36372,-6764,3280,1784668,1643350,280076,156454,189929,229785,141318,1554883,-39856,5756170.0,103730564.0,271316.0,11306542.0,151020537.0,14299265.0,31951653.0,15609636.0,7993046.0,2870391.0,19214282.0,1966828.0,17247454.0,53013.0,23601.0,17247454.0,23698138.0,2141196.0,0.0,4309488.0,127593715.0,23698138.0
Massachusetts,1997,31152.0,193952126.0,6226058.0,162757696.0,26141.0,14552172.0,7904305.0,5641.0,64823.0,13108169.0,2565394.0,9966909.0,2108684.0,566527.0,15230151.0,26883.0,34858.0,2186472.0,1577.0,351.0,3706.0,751.0,3617.0,116.0,9821468.0,23075078.0,572168.0,15294974.0,4674078.0,22518151.0,22456477.0,723816.0,3230286.0,112600678.0,39541.0,37570624.0,150352129.0,130953063.0,6034.0,21033.0,4084.0,31152.0,25428439.0,3802454.0,277818,571098,5727437,7159,68934,3222,74953,8588,735,5168,80216,336745,162328,17713,6104063,19541,111,848916,5796371,8824521,706103,252290,748521,53553,474341,20103,372877,2186472,11919975,7829,191994,99195,137525,8986849,548108,253799,24745926,428714,25428439,4674078.0,37570624.0,11534,0,2881,0,0,18001,0,0,0,0,66146,(NA),163428,127103,6179,32416,25698,11153,4297,0,61893,205079,388598,109715,30449,21484,1196,120227,18943,33511,423879,7408,17403,13563,89489,(L),3760,21829,3434,(L),360,518452,498313,167875,64823,98333,94573,20139,423879,3760,8087773.0,130953063.0,161113.0,15992078.0,193791013.0,-3406988.0,37570624.0,25428439.0,15294974.0,3802454.0,25624853.0,2238950.0,23385903.0,17632.0,25244.0,23385903.0,31194430.0,17632.0,117864.0,7673031.0,162757696.0,31194430.0
Michigan,1997,25874.0,253799739.0,9809051.0,219233469.0,22350.0,21584429.0,11677133.0,53522.0,86283.0,16520136.0,4463047.0,12336458.0,1712498.0,721980.0,13623943.0,18870.0,32230.0,3727465.0,1194.0,380.0,2942.0,630.0,3141.0,97.0,11708834.0,28856594.0,775502.0,13710226.0,6175545.0,30809896.0,33261562.0,948110.0,4554431.0,146790512.0,36354.0,46740973.0,193762300.0,171573295.0,4765.0,17491.0,3618.0,25874.0,35485471.0,5329933.0,454466,887701,6228708,30424,27833,12791,209713,7106,2268,9915,59495,766785,299632,32080,7765860,31052,0,1342167,6256541,14233895,916030,645231,973282,53600,455084,25567,601902,3727465,14053453,10926,302638,156360,216779,14533527,534251,400060,34409634,675777,35485471,6175545.0,46740973.0,291392,409328,287733,3125,89053,52981,0,390528,103814,0,732135,(NA),240134,505108,60079,632106,127642,133647,0,995848,294860,1905206,2223671,1497888,422856,514550,121289,604159,140128,18487,3997412,175474,145477,63497,458705,(L),119199,229690,159391,-54147,13955,3982976,3721559,608485,86283,104763,-14436,261417,3997412,119199,11421555.0,171573295.0,576641.0,23098688.0,253223098.0,909683.0,46740973.0,35485471.0,13710226.0,5329933.0,30777743.0,3481822.0,27295921.0,23082.0,53065.0,27295921.0,34566270.0,512455.0,168570.0,6589324.0,219233469.0,34566270.0
Minnesota,1997,26938.0,128314666.0,4763390.0,109388294.0,22964.0,9812924.0,5786609.0,82525.0,439447.0,8837930.0,1480481.0,6633362.0,1056691.0,454661.0,8353078.0,18372.0,29699.0,1236431.0,1563.0,260.0,3248.0,533.0,2747.0,77.0,7446947.0,15471292.0,537186.0,8792525.0,2537172.0,13087312.0,15599533.0,367887.0,2571818.0,76379989.0,32413.0,25455411.0,100772047.0,88167625.0,5344.0,18509.0,3084.0,26938.0,14691630.0,3109004.0,176105,291445,2744802,6578,137517,885,240854,1926,1936,2571,112225,278671,359657,7318,2703460,11809,287,467550,2882319,5889693,360569,183300,306910,38827,284619,19125,361998,1236431,5597588,13073,146966,75931,105272,6249350,342858,194276,14169185,328169,14691630,2537172.0,25455411.0,1022798,1160661,1315386,9601,131059,71244,0,1369576,300416,0,1200290,(NA),10562,155489,68269,2409428,330284,665839,0,2971313,200928,4334218,3736845,4275557,1368524,1062025,417041,639130,421562,68167,8800298,639336,310304,55369,403168,(L),456892,446761,532584,-110486,34794,8851005,8012402,897984,439447,507599,50707,838603,8800298,456892,6049480.0,88167625.0,869329.0,11836089.0,127445337.0,-768333.0,25455411.0,14691630.0,8792525.0,3109004.0,14886417.0,1322573.0,13563844.0,13129.0,42015.0,13563844.0,18926372.0,16262.0,126527.0,5219739.0,109388294.0,18926372.0
Mississippi,1997,19129.0,53121279.0,2777004.0,47978459.0,17277.0,3909466.0,2029914.0,43042.0,809380.0,3779307.0,540646.0,2008397.0,368524.0,184927.0,3632144.0,19641.0,22579.0,1532636.0,745.0,552.0,2084.0,327.0,3123.0,46.0,2069569.0,5787704.0,227969.0,4441524.0,909170.0,8673777.0,5939380.0,127795.0,1187361.0,26809886.0,26277.0,8766443.0,37190790.0,34020628.0,3157.0,12251.0,3721.0,19129.0,10334208.0,1415330.0,57505,64157,1694655,1556,0,4360,77517,1609,411,1554,21911,599603,100984,7934,2413658,29421,511,121662,1694655,3580220,119861,296459,514912,14173,286835,11384,229023,1532636,4137734,10092,85185,44011,61018,3681204,312903,112607,10031387,190214,10334208,909170.0,8766443.0,258820,125723,80442,(L),116961,281458,6478,451870,27779,516718,90720,(NA),8660,52468,28118,620720,3751,1376992,0,728812,34333,1384038,1372860,2088432,603084,380931,169868,285349,246584,85163,3060290,229688,106102,21322,160530,(L),77083,71098,130473,-56509,3119,3877744,3461292,991232,809380,894537,817454,416452,3060290,77083,2253689.0,34020628.0,980744.0,4283603.0,52140535.0,1113441.0,8766443.0,10334208.0,4441524.0,1415330.0,5215810.0,1029173.0,4186637.0,5970.0,10501.0,4186637.0,5142820.0,5970.0,33847.0,916366.0,47978459.0,5142820.0
Missouri,1997,24496.0,134265735.0,5481193.0,117629324.0,21461.0,10609299.0,5462152.0,111887.0,816875.0,10741824.0,1350827.0,7890518.0,937642.0,474332.0,9651705.0,20348.0,27555.0,1788986.0,1234.0,326.0,3399.0,418.0,3148.0,48.0,6763743.0,18632342.0,586219.0,10468580.0,2288469.0,17253547.0,16071451.0,265480.0,2741302.0,75536712.0,30677.0,27684554.0,102076743.0,87273168.0,5051.0,15922.0,3523.0,24496.0,19308013.0,3327521.0,160680,210783,3194155,7289,28013,5714,271929,4363,1900,1539,43785,559587,323003,13516,4334858,38176,862,371463,3222168,7933957,251964,379230,478706,37754,394774,25706,329355,1788986,7595202,13242,168696,87158,120837,8256960,459096,223001,18708321,376691,19308013,2288469.0,27684554.0,1131855,661697,922471,1048,56192,44376,77542,1139124,192320,186674,319073,(NA),18642,79173,135478,2098702,7588,742448,10937,2127923,24729,2551826,2591144,3160223,841404,696018,278025,343901,245473,131284,5380172,574610,176300,25917,216552,(L),53455,196113,109403,-66184,10236,6274865,5751367,1059344,816875,948148,894693,523498,5380172,53455,5947948.0,87273168.0,1046684.0,11410100.0,133219051.0,-3393475.0,27684554.0,19308013.0,10468580.0,3327521.0,14551167.0,1770584.0,12780583.0,27155.0,29578.0,12780583.0,16636411.0,307689.0,136519.0,3411620.0,117629324.0,16636411.0
Montana,1997,20278.0,18044406.0,889865.0,16050303.0,18037.0,1229879.0,796434.0,24793.0,93243.0,1813638.0,228848.0,1293111.0,227152.0,114302.0,1668135.0,14594.0,21835.0,260735.0,995.0,293.0,3491.0,512.0,2936.0,75.0,885604.0,3106749.0,139095.0,1761378.0,456000.0,2612512.0,2026313.0,67018.0,386521.0,8439543.0,23263.0,4448353.0,12227234.0,10655788.0,4999.0,11975.0,3304.0,20278.0,2940265.0,525616.0,28511,32775,390439,1493,0,705,89028,2792,749,1035,78342,90377,168863,5281,529951,13655,(L),61286,390439,1232772,61737,54838,54234,7628,89079,7533,67620,260735,934045,7723,27350,14130,19591,1401635,104264,36154,2843040,61071,2940265,456000.0,4448353.0,862979,4604,35545,2347,159003,65756,0,0,567058,0,37488,(NA),943,20000,115638,964280,57899,4652,0,733012,31498,1349707,958990,1006420,138196,216127,230857,204659,104550,26020,2216845,153915,112940,17830,127701,(L),35287,41301,94577,-66050,6760,2300817,1965410,238774,93243,119259,83972,335407,2216845,35287,788650.0,10655788.0,229428.0,1585084.0,17814978.0,13638.0,4448353.0,2940265.0,1761378.0,525616.0,1705421.0,228769.0,1476652.0,2287.0,47166.0,1476652.0,1994103.0,6887.0,22911.0,487653.0,16050303.0,1994103.0
Nebraska,1997,24868.0,41937191.0,1686418.0,36967522.0,21921.0,3162256.0,1746220.0,53441.0,1458698.0,3642682.0,374009.0,2663869.0,416034.0,160239.0,2942184.0,18361.0,25088.0,410365.0,1277.0,243.0,3740.0,468.0,2796.0,27.0,2152888.0,6306551.0,213680.0,4400882.0,790043.0,4714927.0,4908476.0,45432.0,897691.0,22520992.0,28641.0,9249482.0,31830350.0,27516985.0,5485.0,16317.0,3066.0,24868.0,5170724.0,1111371.0,77149,39536,735903,606,5229,167,144548,501,1579,152,5173,135000,150327,2399,1045716,19070,66,116685,741132,2306444,43033,71122,87558,13829,140184,11240,100992,410365,1805918,1880,51773,26749,37085,2456771,165319,68440,4986677,115607,5170724,790043.0,9249482.0,4677901,2392020,854206,4423,68102,29237,195464,958635,236931,0,133980,(NA),1270,21800,172645,5561344,71563,135033,0,3855575,42388,4002653,4165241,5830357,911789,822250,454549,461718,459430,487534,9181296,2405077,298813,29111,269293,(L),217932,278996,83619,111663,22650,10909577,9995598,1757102,1458698,1946213,1728281,913979,9181296,217932,1890524.0,27516985.0,1740776.0,3636744.0,40196415.0,-676621.0,9249482.0,5170724.0,4400882.0,1111371.0,4306612.0,461267.0,3845345.0,6821.0,17511.0,3845345.0,4969669.0,13525.0,66383.0,1044416.0,36967522.0,4969669.0
